username,handle,postDate,content,retweets,likes
Karim Naufal,@mysticaltech,2020-10-21T20:41:08.000Z,"The reality that the international community agrees upon is now the only reality and views allowed by social media and Google. If your views of the world differ, your voice is not heard anymore. AI algorithms make sure there is only one source of truth. Bye-bye freedom of speech.",,
Serhat Bakis,@F402T136,2020-10-21T20:30:25.000Z,"Book 
@F402T136
Doom 
@4021362288069TR
Shit 
@JKQDSC
One 
@mirkvd
Hell 
@DZC108
Reality 
@COM_TLVZWP8069
Ka 
@MX_631
99 
@HYZR99
Dog 
@DOGLV246
Allah 
@ISBN711
AI @AIFTCPGW
Cs 
@KJD70Q59
Sobek 
@FT
 @business
 @cnnbusiness
 @bbcbusiness
 @CNBCi
 @Google
 @IBM
 @reederebr
 @chuwidotcom
 @Samsung",,1
Serhat Bakis,@F402T136,2020-10-21T20:17:34.000Z,"DoomDoom
@4021362288069TR
Shit
@JKQDSC
One
@mirkvd
Hell
@DZC108
Reality
@COM_TLVZWP8069
Ka
@MX_631
99
@HYZR99
Dog
@DOGLV246
Allah
@ISBN711
AI
@AIFTCPGW
C
@KJD70Q59
Sobek
@80COM_
@FT
@business
@cnnbusiness
@bbcbusiness
@CNBCi
@Twitter
@Google
@IBM
@reederebr
@chuwidotcom
@Samsung",,1
Clément Grégoire,@lectem,2020-10-21T20:16:03.000Z,"And google doesn't care unless you go to medium/hackernews and make the headlines.
That's what happens when they own a platform and don't give a shit. ""AI"" my ass, they just have a auto-response mail that says you're screwed.",,2
Arthur Kay,@arthurakay,2020-10-21T20:09:42.000Z,"It's the AI -- Google knows your kids don't listen either until you yell at high volume.

Mine too lol",,1
StonkMasterFlex,@market_shifter,2020-10-21T19:53:57.000Z,"Yet each and every day you go to google for your search engine. Or you have 5 different apple products....

The consumers are still using their products because they are superior. Google AI is far better than its competitors it’s not their fault",,
trstdtravlr,@trstdtravlr,2020-10-21T19:48:32.000Z,"fact Google AI Tech Will Be Used for Virtual Border Wall, CBP Contract Shows",,
badguy974,@badguy974,2020-10-21T19:16:41.000Z,"Nope, what separates them is being a monopoly. AI doesn't exist/is useless.

Tell me one single thing AI actually does in the world that isn't total shit. If I talk to Alexa/siri, the dirty secret is the answers she gives are not AI, but hand curated.",,
Shinigami,@TheReaperMMA,2020-10-21T19:15:14.000Z,"Wrong again.  They can just make robots to maintain the other bots. Hell,  Google already has an AI who's sole purpose is to make new AI.  No job is safe.",,
AliceWondersAtItAll,@alivealice9,2020-10-21T19:03:22.000Z,"I got the same warning when I searched “google” then “google doj” - searching department of justice’s antitrust lawsuit against google. But this warning seems across the board, right, left, apolitical- an indicator of what could come - or really dumb AI?",,1
Follow GitHub Organization,@followgithuborg,2020-10-21T17:45:19.000Z,"1 new repository created in Google AI Research
- 1 vision_transformer
 #GitHub #OpenSource #googleresearch",,
Justin Strickland,@Icecreammanjust,2020-10-21T17:43:39.000Z,When you control all the money and labor you can BUY THE BEST AI AT ANY PRICE,,
Maurus Balmer,@Maurus01,2020-10-21T17:34:30.000Z,"@demishassabis
 

ANALIZE THE WHOLE INTERNET (GOOGLE; GOOGLE SEARCH, YouTube, ...) IS THE RIGHT SOURCE
(because the Information, Knowledge, .. is there) ..

LET ""AI"" RUN IT
24/7
WITH THE MAXIMUM SPEED

AND

BUILD

""SUPERINTELLIGENCE""

TIME IS NOW!",,
MoreMoney,@MoneyMoves007,2020-10-21T17:23:21.000Z,"@RemarkHoldings
 has better AI than google. But yes I agree with that you’re saying.",,
Matthew Loop,@matthewloop,2020-10-21T17:12:36.000Z,"Yes, but their AI is censoring content and manipulating the search algorithm. That's unAmerican. We should have unbiased search results and be able to form our own opinions.",2,39
BKLYN 11230,@Bklyn11230,2020-10-21T17:12:23.000Z,"That my friend is great AI. Choices exist, not as effective",,1
eddie_d,@eddiey_d,2020-10-21T17:11:55.000Z,"AI is a virtuous cycle. The more people use Google the smarter it becomes.  Increasing user experience and attracting more users. On and on it goes. You can remove Google as the default, and people who aren't smart enough to change their default will  just go to Google.",,
Mr G,@MrorMrsGW,2020-10-21T17:11:50.000Z,Mark - Is Amazon still one of your top picks (huge AI in AMZN)?   Thanks!,,
Philip Rispoli,@philrispoli,2020-10-21T17:10:02.000Z,"This isn't about AI this is about steering political will, swinging votes, limiting free speech. That should not be allowed.",,
will hernandez,@Myworld777Wh,2020-10-21T17:06:46.000Z,I think it has to do with cutting ties with our military claiming they don’t want to work on war/ military related projects but then get caught building a new fighter jet with new AI targeting system tech for chinas army ,,
KJ,@KeeJS3,2020-10-21T17:04:42.000Z,"First to true #AGI basically will be winner-take-all in potentially all markets, if that’s the logical conclusion here to AI development, are we OK with that scenario? Maybe slippery-slope argument, but seems this anti-trust is indicative of larger future problem.",,
Rich H,@rmh2826,2020-10-21T17:03:34.000Z,"Google is corruptly misusing its AI monopoly. #ProjectVeritas is exposing that, maybe you should check out their reporting for another take on their agenda.",,
Montana Irish,@davtra50,2020-10-21T17:00:58.000Z,"Doesn’t have anything to do with being better at AI. Where’d you come up with that? It’s about manipulation of data, news, and information to arrive at a predetermined result. Come on!",,
Troy,@TroyBaumann,2020-10-21T16:59:57.000Z,"Wouldn’t you think if their AI was better, conservative users would see more conservative sites from their searches? You didnt think too much before posting this, did you?",,
Rob,@RMK613,2020-10-21T16:59:16.000Z,Sure but if your company is worth more than many countries GDP and you buy up all your competitors (besides the biggest ones) does that really make you better at AI than your competitors?,,4
Astrid Lavalette,@LavaletteAstrid,2020-10-21T16:06:31.000Z,I agree with you Achyuta.,,8
cheese,@cheeseaio,2020-10-21T15:47:50.000Z,Using AI to solve google captcha consistently is impossible lmao,,
N E W J A C K ✪,@PhumiNewJack,2020-10-21T15:43:12.000Z,"The Google AI is getting better and better every day. 

The more we tweet in vernac the better it becomes",,2
,@sumplntbasedude,2020-10-21T15:41:15.000Z,Business Insider published an article stating that Google is developing AI to help mortgage lenders expedite the process of evaluating borrower's,,
Faiq,@iFaiq,2020-10-21T15:13:35.000Z,"The more people use Google, the better the search engine gets... 

This is primarily because of an AI model that continuously learns which search results to show for a particular query 

AI models can create a virtuous feedback loop and simulate network effects",,
NJ_Toad,@GreenTeamToad,2020-10-21T14:59:17.000Z,"$SSFT not in the article but in the Google AI mix.

AI changing the world forever and $SSFT is my stock of choice to blow da fooook up!) Buyout or Bigs ",1,2
JoAnn Corley-Schwarzkopf,@joanncorley,2020-10-21T14:52:08.000Z,very true... thus it is a verb ,1,4
the ,@deer_withat,2020-10-21T14:52:07.000Z,it’s google stupid ai it’s been changing results based on history.,,
William McGee,@William47613821,2020-10-21T14:48:30.000Z,"JenniferMarchSoloway@marchsoloway. Hi Jennifer, I'm a novelist (Reilly Flynn Fights For His Life) who recently queried you and got a very nice rejection back. I can relate to Google taking over our world, but more so because of their spell/word checker, and AI like Grammarly.",,1
William McGee,@William47613821,2020-10-21T14:44:44.000Z,"JenniferMarchSoloway@marchsoloway. Hi Jennifer, I'm a novelist (Reilly Flynn Fights For His Life) who recently queried you and got a very nice rejection back. I can relate to Google taking over our world, but more so because of their spell/word checker, and AI like Grammarly.",,
Optimus Guru,@OptimusGuruBT,2020-10-21T14:37:15.000Z,"Some of this may sound familiar, because, with Document AI, Google Cloud already offers a more general tool for performing OCR over complex documents and then extracting data from those.",,
Bhav,@bmistry13,2020-10-21T14:02:07.000Z,"They focus more on the camera/ai/assistant festures, where as other brands will just whack on 10 cameras to achieve the same thing and hope Google Assistant will eventually have the 'fancy' features for everyone (android anyway) . The 5 was very rushed because of covid apparently",,
Ravi Kikan,@ravikikan,2020-10-21T13:26:15.000Z,Spot on.,,7
Lalit S Kathpalia,@lalitkathpalia,2020-10-21T13:23:48.000Z,"We need a disruptive innovation else we would experience the Net the way Google wants it. & Google is making it difficult for evryone else. Maybe the Forms, Docs, Meet, SS and other cloud apps is part of the ecosystem of Google that makes it de facto Google means Internet",1,9
Serhat Bakis,@4021362288069TR,2020-10-21T13:01:45.000Z,"Doom
@4021362288069TR
Shit
@JKQDSC
One
@mirkvd
Hell
@DZC108
Reality
@COM_TLVZWP8069
Ka
@MX_631
99
@HYZR99
Dog
@DOGLV246
Allah
@ISBN711
AI
@AIFTCPGW

Cs
@KJD70Q59
Sobek
@FT
@business
@cnnbusiness
@bbcbusiness
@CNBCi
@Twitter
@Google
@IBM
@reederebr
@chuwidotcom
@Samsung",,
Nick Flor +,@ProfessorF,2020-10-21T10:40:40.000Z,"It's funny that we worry about foreign-national interference in elections, when the true danger is from the MULTI-NATIONAL social media corporations — Twitter, Facebook, Google — using their platforms & AI to spread their preferred propaganda for their preferred candidate.",35,84
Lukas Guschlbauer ☻,@derlukasg,2020-10-21T10:19:37.000Z,Maybe AI could propose sitemaps that make sense for the content that is given for a website just by saying how important pieces of information are? Also in the context of a website redesign that has google analytics integrated it could propose redesigns based on tracking data! ,1,7
Ambrownie,@_1SailorMoon1_,2020-10-21T10:11:44.000Z,Les pubs youtube google chrome. J'ai des envies de meurtre,,
Ashley Aitken,@AshleyAitken,2020-10-21T09:34:54.000Z,"I don’t think Siri scrapes the web? It gets a lot of it’s smarts from 3rd parties, eg WolframAlpha. Web content and searches are the synapses of the global mind. I think Google’s AI uses this to its advantage.",,
Barend Krüger - @boerevryheid,Barend Krüger - @boerevryheid,2020-10-21T09:00:44.000Z,Ai ai another guys job put at risk. The truth has to come out but also think of his future there. A source from Google Ads and blur the face protect the identity. Just a thought.,,1
Lucy (in search of a new surname),@Lucille_Balls,2020-10-21T08:35:59.000Z,"I have also learned how to make an AI assistant, so it could be a conversation? like a google home or an Alexa. If that is interesting at all?",1,1
Jamesy McJamesface also on Mastodon,@worldofdel,2020-10-21T08:26:31.000Z,"I don’t trust Amazon or Google not to build my activity into their global AI models or reuse it to make assertions about me or my family.

I get the impression from Apple’s very public stance on privacy and local processing that they’re not looking to do quite the same.",,1
RSS,@Singapore827185,2020-10-21T08:25:51.000Z,"Please let google know they are an US company. Before earning money, they should responsible on national security. There are many youtuber subpressed by their AI, which helping dictator CCP censor freedom words. WHRER IS US CORE VALUE!",,
Viresh Nayak,@TheGoanHippie,2020-10-21T06:47:47.000Z,"i dont get it, why people blindly trust Google Maps in India, the layout is always changing here #AI might never be accurate",,3
د. عبدالرحمن الشنيفي,@dgoldtech,2020-10-21T06:31:54.000Z,Google is using AI to manipulate information to help Biden ..,,
GoodCitizenMrTang,@citizen_tang,2020-10-21T05:39:00.000Z,"OMG that Google translation work is horrible.

Even it's AI that is learning how to translate the passages, do you think it could still work out so poorly after so many years?

Strongly proved it again that Google is deliberately censoring #ChinaBiden's negative news.",,
Jabbermonkey,@thejabbermonkey,2020-10-21T04:31:02.000Z,I’m no fan of google or social media but it’s nowhere near as bad as what will happen in the hands of right wing extremists. I work with ML and AI. It’s not some magic thing either.,,1
lcs,@lcsmcm,2020-10-21T03:08:10.000Z,"bota no google ai, arnette always tired",,
NEOAethyr,@konigssohne,2020-10-21T03:01:40.000Z,"Actually working on a generic google earth replacement.
Hoping I can use blender and unity together.
Got a generic globe going with the nasas maps in blender.
Crappy res, probably will be hell to ai upscale..

Need tiles.. ^^

I'm out of it, just woke up not that long ago lol.",,
❖ Amir,@Algotrade24,2020-10-21T01:27:53.000Z,"$GOOGL :#Google
Current Price: 1555.93$
stock price forecasting :

2020-10-21       1572.54
2020-10-22       1565.29
2020-10-23       1555.94
2020-10-24       1573.43
2020-10-25       1533.54
2020-10-26       1542.60

Target: 1570

#algotrade #ML #DeepLearning #Python #AI",3,2
Syed Iqbal Simnani,@SimnaniIqbals,2020-10-21T01:02:01.000Z,Have any of you used Google BERT  (or Albert) for experimental or real AI / Machine learning projects. What about the extra hardware /GPU tradeoffs with it.,,
Robin Debreuil,@debreuil,2020-10-21T00:53:53.000Z,"Not sure 11% is low for 'significant ROI' for a new technology?
That said, it's more akin to hiring programmers vs using software -- if your company uses Google Search you use AI. It might be best measured as total productivity gains (also fraught I realize).",,2
Jon Solomon,@jnSLMN,2020-10-21T00:25:59.000Z,"Proposed MMBN revival plot: Humans and Net Navis team together to fight back against the rebellious AI forces seeking revenge for being discarded by humans as tech advanced led by Four Great AI Generals: Alexa, Siri, Cortana, and Okay Google

The mook enemies are all named Bixby.",,
Bindu Reddy,@bindureddy,2020-10-20T23:25:05.000Z,"The more people use Google, the better the search engine gets... 

This is primarily because of an AI model that continuously learns which search results to show for a particular query 

AI models can create a virtuous feedback loop and simulate network effects",33,183
