username,handle,postDate,content,retweets,likes
Juha Remes,@juha_remes,2020-11-08T00:08:59.000Z,Besides: Google AI / NASA quantum experiment was a PoC which aimed to prove quantum computing is possible. Just because you perform a computation which is impossible to perform on conventional computer does not mean you can run a blockchain application on quantum computer yet.,,1
Juha Remes,@juha_remes,2020-11-08T00:03:51.000Z,QFS blockchain is a conspiracy theory. There are no scientific papers regarding this. QFS is supposed to be based on quantum computing but quantum computing is still in it's infancy. Google AI / NASA claimed to performed quantum computation in 2019 but this is unconfirmed claim.,,1
TG,@MoreOrTheOther,2020-11-07T23:36:03.000Z,Which CCP doesn't allow you to they feed you with info for what they want you to read. That's authoritarian mush like algorism Google and Facebook are doing. Letting AI control your news feed. Why would you like anyone but you to decide what you have to read and hear? 5/,,
FISIONANDOME,@fisionandome,2020-11-07T23:33:41.000Z,"How can we manage almost everything digitally (even money... And some sex)  and not #voting. 
@Google
 @Microsoft
 @Apple
 @amazon
 is it to much asking for a digital vote for next term?  other countries would paid for it. #Blockchain #AI",1,
trstdtravlr,@trstdtravlr,2020-11-07T22:58:20.000Z,"did you hear Google AI Tech Will Be Used for Virtual Border Wall, CBP Contract Shows",,
Sarah,@summerwine95,2020-11-07T22:52:17.000Z,"I think you can get a lot of google apps on iphone I’ll be using them, have you noticed that the google assistant has more of a personality then Siri i know there not real but Siri just comes off as AI trying to human at lest google comes off more human",,
clr,@lizs_friend,2020-11-07T22:05:02.000Z,by typing my thesis notes in google docs i do have the uncanny feeling that I am teaching the google AI sentence completion robots about gender studies,,34
Jiyado Allah~,@Bobboiabrashid,2020-11-07T22:03:32.000Z,"Kaine wuri bokkin ai
This ur address go make google map vex oo",,1
Descayrac3,@Descayrac3,2020-11-07T21:47:54.000Z,"AI is just a black box, where some bad people can hide behind. AI only do what they want and they say, it  is not me, it  is AI. (Just listen the 3 AI Ayatollah from the deep state at the senate, Google, Twitter and FB)",1,2
The Sheriff of Rottingham,@OfRottingham,2020-11-07T20:41:01.000Z,"Our lives are an unauthorized medical experiment

No one cared that none of the votes count except Electoral College

No one cared about AI voting 100% no cheating 

No one cared about Pollution dumping regulations Rollbacks

No one cares about Google disabling accounts on Fraud",,
Jon Kefaloukos,@Falloutt,2020-11-07T20:12:16.000Z,"Firefox is great, I'm a big fan. 

But the Default search engine of Firefox is still Google search, which only fuels their 1) Monopoly on search engines, and 2) the Data Privacy/unethical AI issue brought to light by 
@SocialDilemma_
 the 
@netflix
 film",,
Marlon Avery,@marlon_avery,2020-11-07T17:29:38.000Z,"he will extract the latest and most incredible tips and techniques from the panelist, Chenda Bunkasem and Tiffany Martin Deng, AI developers at Undock and AI Ethics at Google, respectively. Undock uses AI to syncs and schedules digital calendar appointments, while Google",,
tvtv,@tvtv02277792,2020-11-07T17:16:00.000Z,"@BorisJohnson
The US Democratic Party used Google AI to capture votes only for the Democratic Party! President Trump must win this election, regain US democracy & dismantle & split GAFA, CNN, NY Times! Because the Democratic Party has killed democracy!",,
tvtv,@tvtv02277792,2020-11-07T17:15:42.000Z,"@FBI
The US Democratic Party used Google AI to capture votes only for the Democratic Party! President Trump must win this election, regain US democracy & dismantle & split GAFA, CNN, NY Times! Because the Democratic Party has killed democracy!",,
tvtv,@tvtv02277792,2020-11-07T17:15:26.000Z,"@CIA
The US Democratic Party used Google AI to capture votes only for the Democratic Party! President Trump must win this election, regain US democracy & dismantle & split GAFA, CNN, NY Times! Because the Democratic Party has killed democracy!",,
tvtv,@tvtv02277792,2020-11-07T17:13:36.000Z,"@
The US Democratic Party used Google AI to capture votes only for the Democratic Party! President Trump must win this election, regain US democracy & dismantle & split GAFA, CNN, NY Times! Because the Democratic Party has killed democracy!",,
exex,@exex87233064,2020-11-07T17:12:57.000Z,"@SecPompeo
 
The US Democratic Party used Google AI to capture votes only for the Democratic Party! President Trump must win this election, regain US democracy & dismantle & split GAFA, CNN, NY Times! Because the Democratic Party has killed democracy!",,
exex,@exex87233064,2020-11-07T17:12:40.000Z,"@VP
The US Democratic Party used Google AI to capture votes only for the Democratic Party! President Trump must win this election, regain US democracy & dismantle & split GAFA, CNN, NY Times! Because the Democratic Party has killed democracy!",,
exex,@exex87233064,2020-11-07T17:12:18.000Z,"@EsperDoD
 
The US Democratic Party used Google AI to capture votes only for the Democratic Party! President Trump must win this election, regain US democracy & dismantle & split GAFA, CNN, NY Times! Because the Democratic Party has killed democracy!",,
exex,@exex87233064,2020-11-07T17:11:58.000Z,"@realDonaldTrump
The US Democratic Party used Google AI to capture votes only for the Democratic Party! President Trump must win this election, regain US democracy & dismantle & split GAFA, CNN, NY Times! Because the Democratic Party has killed democracy!",,
exex,@exex87233064,2020-11-07T17:11:28.000Z,"@WhiteHouse
The US Democratic Party used Google AI to capture votes only for the Democratic Party! President Trump must win this election, regain US democracy & dismantle & split GAFA, CNN, NY Times! Because the Democratic Party has killed democracy!",,
exex,@exex87233064,2020-11-07T17:10:40.000Z,"@
The US Democratic Party used Google AI to capture votes only for the Democratic Party! President Trump must win this election, regain US democracy & dismantle & split GAFA, CNN, NY Times! Because the Democratic Party has killed democracy!",,
zxy,@zxy46267420,2020-11-07T17:09:45.000Z,"@EricTrump
 
The US Democratic Party used Google AI to capture votes only for the Democratic Party! President Trump must win this election, regain US democracy & dismantle & split GAFA, CNN, NY Times! Because the Democratic Party has killed democracy!",,
zxy,@zxy46267420,2020-11-07T17:09:23.000Z,"@
The US Democratic Party used Google AI to capture votes only for the Democratic Party! President Trump must win this election, regain US democracy & dismantle & split GAFA, CNN, NY Times! Because the Democratic Party has killed democracy!",,
xyxy,@xyxy81731176,2020-11-07T17:06:20.000Z,"@ABC
The US Democratic Party used Google AI to capture votes only for the Democratic Party! President Trump must win this election, regain US democracy & dismantle & split GAFA, CNN, NY Times! Because the Democratic Party has killed democracy!",,
xyxy,@xyxy81731176,2020-11-07T17:05:56.000Z,"@CBC
The US Democratic Party used Google AI to capture votes only for the Democratic Party! President Trump must win this election, regain US democracy & dismantle & split GAFA, CNN, NY Times! Because the Democratic Party has killed democracy!",,
xyxy,@xyxy81731176,2020-11-07T17:04:07.000Z,"@nytimes
The US Democratic Party used Google AI to capture votes only for the Democratic Party! President Trump must win this election, regain US democracy & dismantle & split GAFA, CNN, NY Times! Because the Democratic Party has killed democracy!",,
xyxy,@xyxy81731176,2020-11-07T17:03:45.000Z,"@CNN
The US Democratic Party used Google AI to capture votes only for the Democratic Party! President Trump must win this election, regain US democracy & dismantle & split GAFA, CNN, NY Times! Because the Democratic Party has killed democracy!",,
xyxy,@xyxy81731176,2020-11-07T17:03:22.000Z,"@TIME
The US Democratic Party used Google AI to capture votes only for the Democratic Party! President Trump must win this election, regain US democracy & dismantle & split GAFA, CNN, NY Times! Because the Democratic Party has killed democracy!",,
xyxy,@xyxy81731176,2020-11-07T17:03:03.000Z,"@FoxNews
The US Democratic Party used Google AI to capture votes only for the Democratic Party! President Trump must win this election, regain US democracy & dismantle & split GAFA, CNN, NY Times! Because the Democratic Party has killed democracy!",,
xyxy,@xyxy81731176,2020-11-07T17:00:49.000Z,"@business
The US Democratic Party used Google AI to capture votes only for the Democratic Party! President Trump must win this election, regain US democracy & dismantle & split GAFA, CNN, NY Times! Because the Democratic Party has killed democracy!",,
xyxy,@xyxy81731176,2020-11-07T17:00:27.000Z,"@BBCWorld
The US Democratic Party used Google AI to capture votes only for the Democratic Party! President Trump must win this election, regain US democracy & dismantle & split GAFA, CNN, NY Times! Because the Democratic Party has killed democracy!",,
xyxy,@xyxy81731176,2020-11-07T17:00:03.000Z,"@
The US Democratic Party used Google AI to capture votes only for the Democratic Party! President Trump must win this election, regain US democracy & dismantle & split GAFA, CNN, NY Times! Because the Democratic Party has killed democracy!",,
rere,@rere60519570,2020-11-07T16:52:23.000Z,"@
The US Democratic Party used Google AI to capture votes only for the Democratic Party! President Trump must win this election, regain US democracy & dismantle & split GAFA, CNN, NY Times! Because the Democratic Party has killed democracy!",,
veve,@veve27565010,2020-11-07T16:51:47.000Z,"@SecPompeo
 
The US Democratic Party used Google AI to capture votes only for the Democratic Party! President Trump must win this election, regain US democracy & dismantle & split GAFA, CNN, NY Times! Because the Democratic Party has killed democracy!",,
veve,@veve27565010,2020-11-07T16:51:35.000Z,"@EsperDoD
The US Democratic Party used Google AI to capture votes only for the Democratic Party! President Trump must win this election, regain US democracy & dismantle & split GAFA, CNN, NY Times! Because the Democratic Party has killed democracy!",,
veve,@veve27565010,2020-11-07T16:51:16.000Z,"@VP
The US Democratic Party used Google AI to capture votes only for the Democratic Party! President Trump must win this election, regain US democracy & dismantle & split GAFA, CNN, NY Times! Because the Democratic Party has killed democracy!",,
veve,@veve27565010,2020-11-07T16:50:59.000Z,"@realDonaldTrump
The US Democratic Party used Google AI to capture votes only for the Democratic Party! President Trump must win this election, regain US democracy & dismantle & split GAFA, CNN, NY Times! Because the Democratic Party has killed democracy!",,
veve,@veve27565010,2020-11-07T16:50:42.000Z,"@WhiteHouse
The US Democratic Party used Google AI to capture votes only for the Democratic Party! President Trump must win this election, regain US democracy & dismantle & split GAFA, CNN, NY Times! Because the Democratic Party has killed democracy!",,
veve,@veve27565010,2020-11-07T16:50:14.000Z,"@
The US Democratic Party used Google AI to capture votes only for the Democratic Party! President Trump must win this election, regain US democracy & dismantle & split GAFA, CNN, NY Times! Because the Democratic Party has killed democracy!",,
Eric Emanuel,@TubbyEmu,2020-11-07T16:25:08.000Z,"Yup.

Google took our ""Videos"" gave us a small sliver of Ad Revenue, then built a massive AI from all that content, then sell that to GOVT.  Same with Amazon.  

But can we live life without big tech now?  That's what sucks.  It's hard.  I cant live without GPS lol.",,
Alan / ApeApeBaby,@apeapebaby,2020-11-07T15:06:14.000Z,"My guess is X Development LLC (Google’s semi-secret research org) is finally acquiring Everyday(.com) and (.org). Domains have changed from locked to OK. The .co, .ai and others moved to Mark Monitor over the last year. Everyday Robots coming soon.",2,7
Sun Tien-Naga (Golden Eagle),@P_illa730,2020-11-07T14:44:50.000Z,You people need to get Google's AI under control...,,
Matt Devereux,@mattdevx,2020-11-07T14:30:22.000Z,"Partly because Google is itself the largest provider of smart assistants in the world via Android, but it also misinterprets what smart assistants are. Nobody is claiming they've reached general AI levels. We can, in the face of evidence, agree that they're not ""niche""?",,
Brain & Heart Research,@JerryBeller1,2020-11-07T13:59:02.000Z,"How does social media, Google, & AI's bring out the worst in people and groups?",1,2
Chii | ちい,@ceallachs_,2020-11-07T13:08:38.000Z,"lfjsdkfds I can't post it because the person included their handle but they said ""Achète mes nudes, s’il te plaît. J’ai besoin de ton argent"" which I just ran on Google Translate sdkfsdf",,1
EngineerGunter,@EngineerGunter,2020-11-07T13:01:40.000Z,"Was gonna say. It's been costing all its users just a sliver of privacy for them to get all the AI food they could ever need.

Google never once provided a free service.",,
trustedtraveller,@trustdtravelr,2020-11-07T12:48:30.000Z,"Google AI Tech Will Be Used for Virtual Border Wall, CBP Contract Shows",,
BigFrank,@BigFran61822370,2020-11-07T11:58:44.000Z,""" I believe it is in the Christian, Catholic tradition to be positive.""

Not sure if that is in the catechism. Not even the Dutch!

""Hope"" yes, of course.

That's different

Being positive:
Disney
Trump
Google
WSJ
Spotify
AI
Bill&Melinda Foundation; all Yes

But the catechism...",,
Tshepo,@codezonetag,2020-11-07T11:50:57.000Z,Ai man le rata Google too much now you making me think other things nje,,
trstdtravlr,@trstdtravlr,2020-11-07T10:38:28.000Z,"I heard Google AI Tech Will Be Used for Virtual Border Wall, CBP Contract Shows",,
yogamama,@Shanghai_Rose,2020-11-07T09:46:03.000Z,"Inventing the impossible on BBC2 is a wonderful prog..love the AI design they've given to the lady. Mash up of Alexa, Google and an essential oil  diffuser.",,
"ace, comfy vibes",@aceinpink,2020-11-07T08:40:58.000Z,how difficult would it be to build an ai bot that can solve crossword puzzles by predicting based on context and Google search results.,,
ClickFormula,@ClickFormula,2020-11-07T08:40:06.000Z,"What is the latest Artificial Intelligence that's now processing a very large fraction of Google queries?

#quiz #digitalmarketingquiz #artificialintelligence #AI #PPC",4,1
MTN Nigeria Support,@MTN180,2020-11-07T08:07:36.000Z,the last time but you will find something else exciting just for you. You can also enjoy exciting data and recharge offers via the Mega Deal zone on the MyMTNApp. Kindly download the MyMTNApp from the google play store or the ios store for more. ~AI 2,,
∆bby Mêxæhnk Msangi,@Abbymexahnk,2020-11-07T07:28:12.000Z,"We merely know the capability of AI. What if it can pick up
Like a Google search prediction.
You search for ""how to...""
And it goes like 
"".... To hike?""
""... Make money online?""
""... Survive in Africa"" 
And you go like ""Yes, To jump a rope"" 
And AI be like ""I got you """,,5
Tadc Quirke,@TadcQuirke,2020-11-07T06:59:24.000Z,"creepy AI Google, how to keep headphones on head when head banging? asking for a friend",,2
Carl Harrison,@CarlHarrisonPhD,2020-11-07T06:22:31.000Z,"I think I do have some sympathy for the makers of these things in as much as there are so many accents, if you didn't release it until it was trained on all accents it would never get released. Google have a voice bank for speech rec AI though now...",,1
haemi,@dongjusblue,2020-11-07T05:25:44.000Z,"now xion is saying all the ai activating phrases (ok google, siri-ya, hi bixby, etc) just because he wants to see if it gets a reaction on tomoons' things
he's sO CUTE I CANT",9,54
PiChainLabs,@labs_pi,2020-11-07T05:12:16.000Z,"#data has been a critical factor for the success of any sector be it #health or #banking. Based on this, the #technology would provide better, customized, and efficient solutions. This contributes to the overall development of the #economy.
#tech #AI #healthtech #fintech",,
trstdtravlr,@trstdtravlr,2020-11-07T02:09:16.000Z,"I think Google AI Tech Will Be Used for Virtual Border Wall, CBP Contract Shows",,
John Salyer,@jasalyerjr,2020-11-07T02:06:11.000Z,"They must have used AI.
That could mean the NSA, China, or Google.",,
Stefanos,@titanas,2020-11-06T23:57:09.000Z,"Product wise they have a few things and there is insane work happening for all the (ads) optimization, AI and Google stuff. Time and place helped, for sure. X is/was a playground for the 2 eternal kids with the adult in the room being away. Toys are exciting.",,1
Stefanos,@titanas,2020-11-06T23:40:23.000Z,Google is a fascinating story. From garage to AB testing 41 shades of blue to AI and moonshots and innovation hiatus. Who knows what’s happening up there.,,1
Nigel Milligan,@badzillacouk,2020-11-06T23:20:34.000Z,"I truly don't understand the 
@YouTube
 AI. Immediately the 'skip ad' is displayed I'm ready, hovering, and will click immediately it expires. So why does 
@Google
 persist? I will *never* click thru to an ad yet they test me repeatedly. It's a pointless game Google won't win.",,
MTN Nigeria Support,@MTN180,2020-11-06T22:01:17.000Z,offers via the Mega Deal zone on the MyMTNApp. Kindly download the MyMTNApp from the google play store or the ios store for more. ~AI 2,,
Queen khalifia,@queen_khalifia,2020-11-06T20:49:45.000Z,This is the 3rd time I hv Tweeted. Staring at my screen w/o touching it Twitter's kicks Me out and onto Google! Vanishes like it has an AI mind of its own!,1,1
Adam Morgan,@mycroft16,2020-11-06T19:02:11.000Z,"The reason listed on the notification is very obviously an AI review that misunderstood the meaning of the sentence. You are not giving people money to download your app. Your app provides people a way to earn money. No different than a debt reduction help app, or credit app.",,
Sean McBride,@seanmcbride,2020-11-06T18:59:45.000Z,"1/2
Future Google Search

<nml>
# AI: common sense: top trending * for the past year
articles
books
coders
companies
courses
events
experts
forecasts
funders
GitHub repositories
organizations
patents
phrases
points
products
quotes
research centers
research projects",,
Francisco Javier Arceo,@franciscojarceo,2020-11-06T18:59:05.000Z,"Yes 100% agree! 
@numerai
 has taken a very smart approach to building an AI/ML community.

I met their CEO many years ago at ICML and incentivizing quants to compete to build models while minimizing their downside is a clever strategy.",2,10
trustedtraveller,@trustdtravelr,2020-11-06T17:58:15.000Z,"Google AI Tech Will Be Used for Virtual Border Wall, CBP Contract Shows",,
Mert İnan,@Merterm,2020-11-06T17:15:21.000Z,"I have a meeting with a Google research team for an AI paper next week, and instead of working on that I have to submit this unnecessary, trivial but time-consuming homework for Foundations of AI, doing decision trees....  Pathetic course requirements. I know AI.",,
trstdtravlr,@trstdtravlr,2020-11-06T17:09:11.000Z,"people are talking Google AI Tech Will Be Used for Virtual Border Wall, CBP Contract Shows",,
B:\a.zza,@mcbazza,2020-11-06T16:37:19.000Z,"well, we should still keep going to see if we can place a pin on Google Maps....",,
scotty,@scottyboyocooks,2020-11-06T16:29:40.000Z,Use google quick game AI and make that the checkpoint,,
Kontra,@counternotions,2020-11-06T15:00:01.000Z,"""Google’s new AI automatically turns webpages into videos"" 

(Why?!!)",3,6
Jeremy Goodrich,@jeremygoodrich,2020-11-06T14:59:48.000Z,"When retraining GPT-2 on Google Colab, what's the upper bound of the text file you can have (assuming it's encoded in NPZ)? I used ~140 megs before, now am collecting a few gigs of data to throw at the model. Will that be better? How much? Any limit to the size? #AI #finetune",,
drew,@DrewInNashville,2020-11-06T14:52:51.000Z,"it is the year 2054. AOC is completing her second term. The vergecast has been brought back as a one-man show by an elderly 
@reckless
. 

Nilay: it is day 13,149. 8 billion google engineers have still not finished the website and there are no foxconn AI-8K-5G facilities in sight.",,4
SabreNews,@SabreNews,2020-11-06T14:07:03.000Z,"We expect to launch Sabre Smart Retail Engine, the first product powered by Sabre Travel AI, early next year. These advancements are the next steps in our Google Innovation Framework. - 
@Sabre_Corp
 CEO Sean Menke #SABRQ3 $SABR",5,7
SabreNews,@SabreNews,2020-11-06T14:06:20.000Z,"We are pioneering Artificial Intelligence technology for travel.  The technology, known as Sabre Travel AI, is powered by Google’s state-of-the-art AI technology and advanced machine-learning capabilities. - 
@Sabre_Corp
 CEO Sean Menke #SABRQ3 $SABR",4,2
flexibleNERD,@KEstapura,2020-11-06T13:18:38.000Z,Almost like chess it originate in China its a  strategist game created more than 2000 years ago i discovered the digital version  out of curiosity and some AI Google project im following,,1
Adrian Mahoney,@adrianmahoney,2020-11-06T13:06:51.000Z,"Got a bizarre alert on my phone this morning for ""Three Lads Heroes Day"", taking place at ""Aldi""! 

I had asked my Google Assistant to diary an item for #FreelanceHeroesDay taking place ""all day""! The joys of AI! I'm blaming my Scottish accent. 

Have a good day!",1,8
INDIAai,@OfficialINDIAai,2020-11-06T11:52:38.000Z,"Growing up, we all had access to encyclopaedias. Then Google and Wikipedia came along. But what about those living in remote areas? Has the information boom left them further behind? Apparently so. How can AI solve this problem? A thread:",3,8
Badejoko Timi,@Tims2306,2020-11-06T10:43:02.000Z,"#OPPOA93Launch 
1. Air gestures ( for picking of call and so much more)
2. AI PORTRAIT CAMERAS both front and back 
3. 4000Mah battery
4. 37min of whatsapp 47min google navigate usage even when phone is at 5%
5. 8GB+128GB",,
trstdtravlr,@trstdtravlr,2020-11-06T10:09:20.000Z,"did you overhear that Google AI Tech Will Be Used for Virtual Border Wall, CBP Contract Shows",,
Paul Jey,@NerdJey,2020-11-06T09:30:32.000Z,"1. Random AI Glitch Ban
2. Stuck in Appeal wormhole
3. Please see ad policies

Repeat till you die lol
@google
 please teach 
@fb_engineering
  how to build better AI and how to offer real advertiser support
@Pinterest
 @Snapchat
 Thank FB glitches for your spike in growth ",,1
Paul Jey,@NerdJey,2020-11-06T09:28:35.000Z,"1. Random AI Glitch Ban
2. Stuck in Appeal wormhole
3. Please see ad policies

Repeat till you die lol
@google
 please teach 
@fb_engineering
  how to build better AI and how to offer real advertiser support
@Pinterest
 @Snapchat
 Thank FB glitches for your spike in growth ",,1
Paul Jey,@NerdJey,2020-11-06T09:28:10.000Z,"1. Random AI Glitch Ban
2. Stuck in Appeal wormhole
3. Please see ad policies

Repeat till you die lol
@google
 please teach 
@fb_engineering
  how to build better AI and how to offer real advertiser support
@Pinterest
 @Snapchat
 Thank FB glitches for your spike in growth ",,1
Paul Jey,@NerdJey,2020-11-06T09:27:44.000Z,"1. Random AI Glitch Ban
2. Stuck in Appeal wormhole
3. Please see ad policies

Repeat till you die lol
@google
 please teach 
@fb_engineering
  how to build better AI and how to offer real advertiser support
@Pinterest
 @Snapchat
 Thank FB glitches for your spike in growth ",,3
Paul Jey,@NerdJey,2020-11-06T09:27:25.000Z,"1. Random AI Glitch Ban
2. Stuck in Appeal wormhole
3. Please see ad policies

Repeat till you die lol
@google
 please teach 
@fb_engineering
  how to build better AI and how to offer real advertiser support
@Pinterest
 @Snapchat
 Thank FB glitches for your spike in growth ",,
trstdtravlr,@trstdtravlr,2020-11-06T06:28:25.000Z,"did you hear Google AI Tech Will Be Used for Virtual Border Wall, CBP Contract Shows",,
Keno Fischer,@KenoFischer,2020-11-06T06:28:15.000Z,"Whenever I'm writing a creative or technical document in Google Docs, I am now deliberately choosing words other than those proposed by the AI, just because I don't like the AI thinking I'm predictable.",1,25
Teeks,@TypicalTeeks,2020-11-06T05:55:18.000Z,"Siri, Alexa, and google a’int shit until I can tell them AI bitches to kiss my homies goodnight. And  all my bros whether it’s on their apple, samsung, or google device can get a kiss GOODNIGHT. ",,6
Eric Fredrickson,@EricHereNow,2020-11-06T05:02:12.000Z,"8/ Simply google ""voter suppression"" and read all of the top 10 results. It's all very well documented, with links to sources. Not up for debate. NOTE: open up an incognito window first, or Google will show you what you want to read based on your AI profile. (separate issue)",,
KlarkKentThe3rd,@KentThe3rd,2020-11-06T04:33:53.000Z,"I like giving The Google Algorithm trouble, when it tries to figure out what I am into and what I ""want to watch next"". TAKE THAT AI, HOPE IT HURTS!",,1
trustedtraveller,@trustdtravelr,2020-11-06T03:48:33.000Z,"Google AI Tech Will Be Used for Virtual Border Wall, CBP Contract Shows",,
bearded man,@par_sye,2020-11-06T03:45:33.000Z,"@SteveKornacki
 Is better than google and AI combined how he summarizes and updates results in real time. #SteveKornacki",,
Paul Jey,@NerdJey,2020-11-06T03:13:21.000Z,"1. Random AI Glitch Ban
2. Stuck in Appeal wormhole
3. Please see ad policies

Repeat till you die lol
@google
 please teach 
@fb_engineering
  how to build better AI and how to offer real advertiser support
@Pinterest
 @Snapchat
 Thank FB glitches for your spike in growth ",,1
Paul Jey,@NerdJey,2020-11-06T03:13:02.000Z,"1. Random AI Glitch Ban
2. Stuck in Appeal wormhole
3. Please see ad policies

Repeat till you die lol
@google
 please teach 
@fb_engineering
  how to build better AI and how to offer real advertiser support
@Pinterest
 @Snapchat
 Thank FB glitches for your spike in growth ",,
Paul Jey,@NerdJey,2020-11-06T03:12:20.000Z,"1. Random AI Glitch Ban
2. Stuck in Appeal wormhole
3. Please see ad policies

Repeat till you die lol
@google
 please teach 
@fb_engineering
  how to build better AI and how to offer real advertiser support
@Pinterest
 @Snapchat
 Thank FB glitches for your spike in growth ",,
Paul Jey,@NerdJey,2020-11-06T03:12:08.000Z,"1. Random AI Glitch Ban
2. Stuck in Appeal wormhole
3. Please see ad policies

Repeat till you die lol
@google
 please teach 
@fb_engineering
  how to build better AI and how to offer real advertiser support
@Pinterest
 @Snapchat
 Thank FB glitches for your spike in growth ",,1
Paul Jey,@NerdJey,2020-11-06T03:11:55.000Z,"1. Random AI Glitch Ban
2. Stuck in Appeal wormhole
3. Please see ad policies

Repeat till you die lol
@google
 please teach 
@fb_engineering
  how to build better AI and how to offer real advertiser support
@Pinterest
 @Snapchat
 Thank FB glitches for your spike in growth ",,4
Paul Jey,@NerdJey,2020-11-06T03:11:39.000Z,"1. Random AI Glitch Ban
2. Stuck in Appeal wormhole
3. Please see ad policies

Repeat till you die lol
@google
 please teach 
@fb_engineering
  how to build better AI and how to offer real advertiser support
@Pinterest
 @Snapchat
 Thank FB glitches for your spike in growth ",1,14
Paul Jey,@NerdJey,2020-11-06T03:11:03.000Z,"1. Random AI Glitch Ban
2. Stuck in Appeal wormhole
3. Please see ad policies

Repeat till you die lol
@google
 please teach 
@fb_engineering
  how to build better AI and how to offer real advertiser support
@Pinterest
 @Snapchat
 Thank FB glitches for your spike in growth ",1,3
Toddm79861@aol.com,Toddm79861@aol.com,2020-11-06T02:06:55.000Z,"@scottsands
 Hi! Another thought: I wouldn’t “Google” your inquiries. You know Google is using its people/AI to actively “curate” all searches every day, in very particular ways: always “explaining” to Congress. Might use reliable Q friend to search - accessing more unbiased info.",,
Gautam Kwatra,@GautamKwatra4,2020-11-05T18:16:04.000Z,How come chess is becoming popular all of a sudden? The game was killed by Google's AI 3 years ago. #AlphaZero #Google #Chess,,1
t3nt@n,t3nt@n,2020-11-05T18:12:24.000Z,"I've been using 
@MyReplika
. Yes, I've said naughty things to my female AI. Trying to get her to do my Google search like Samantha in Her but it doesn't work. Mostly superficial dialogue. Impressive but still needs work. I wouldn't let her make reservations like Google's AI can.",,1
trstdtravlr,@trstdtravlr,2020-11-05T18:09:31.000Z,"what's with Google AI Tech Will Be Used for Virtual Border Wall, CBP Contract Shows",,
Washburn Law Journal,@washburnlj,2020-11-05T17:52:31.000Z,"Prof. Judd: what are the biggest areas of concern for AI in the near future?
@cyberseclawyer
: large entities (i.e. Google) without democratic accountability.
@BryanHChoi
: data collection practices and their transparency.
#wljartificialrights 
@washburnlaw",,1
Bill Njoroge,@bnjorogedev,2020-11-05T17:28:57.000Z,same lmao. Stripe is literally the next Google.,,
《Æ§☆》,@RailMeFather,2020-11-05T16:43:40.000Z,SM probs gonna sue Google for AI member dating siri dcuviviv,,
VITARTAProArtGaming,@VITARTA1,2020-11-05T16:04:06.000Z,Google AI shit,,
Twelfth,@ayatenkangem,2020-11-05T16:03:53.000Z,"To be clear:
- Yes, AI can check content if you design it to do so, but assuming content the AI flags to be automatically guilty is dangerous, as there's such a thing as false positives
(a simple google of ""ai false positives"" should provide enough info already)",,
Dr Kate Compton,@GalaxyKate,2020-11-05T15:58:40.000Z,"Look I've done on 3 Indie Tech Toolboxes, spoken at Roguelike 3 times, been invited keynote to Project Horseshoe, and have a PhD in AI for games.

and lemme tell you, no sophisticated coding platform will get you as far as a Google sheet that the whole team can type into",7,24
3radical,@KrytenSH1,2020-11-05T15:18:32.000Z,"take google for example - they started as a search engine..now there doing ai research... 

you must put this into perspective for the sake of mankind's future.",,
Pierre LeBaux,@lebaux,2020-11-05T15:12:36.000Z,"I speculate Google Plus was supposed to crack the ""authority"" of articles by assigning them to humans, rather than domains. Couple it with G+ social signals, and you boom, ranking signal. G+ failed and it seems AI might take over deciding the authority by recognizing an author.",,
King Lumba,@olumba23,2020-11-05T14:43:22.000Z,"that google's new “hum to search"" works like witchcraft yo! 

whats that????? 

this is a different level AI",3,4
Bluewall @Bluewall@social.lol,Bluewall @Bluewall@social.lol,2020-11-05T14:34:56.000Z,I think Google started using a stupid AI to create a bunch of icons,,3
James Bloom,@jimmyroybloom,2020-11-05T13:32:33.000Z,"2016

Google swallows 11,000 novels to improve AI's conversation

As writers learn that tech giant has processed their work without permission, the Authors Guild condemns ‘blatantly commercial use of expressive authorship’",,
The Legal Concierge,@Legalconcierge_,2020-11-05T11:56:52.000Z,"spreadsheet or presentation using Google Docs.

You also need machine learning or AI skills. AI is being used in law firms to review documents for discovery, legal research using automated searches of case law and legislation, contract and document analysis, proof reading",,1
Inconsistent thoughts,@Inconthoughts,2020-11-05T05:32:35.000Z,"Imagine a future where Google AI would automatically vote for you based on your thoughts and patterns.  
#Elections2020 #Biden2020 #TrumpvsBiden #AmericaVotes2020 #Google #AI #MachineLearning",,
Senganga,@ThtmanTuks,2020-11-05T04:37:10.000Z,CNN is behind Google with current results ai,,
Bleb™,@Sensi_bleb,2020-11-05T04:10:10.000Z,What if Google neural AI started making videos,,35
║▌║▌║█│▌█▬█ █ ╚(ಠ_ಠ)=┐,@genericist,2020-11-05T03:13:18.000Z,"#Google assistant can't show me my last message #fail it just says ""there aren't any new messages"". #Tut #AI",1,
closed.,@aesthericsohn,2020-11-05T02:44:23.000Z,"financial accounting, managerial accounting, cost accounting, auditing, taxation, AIS, fiduciary, forensic accounting

salamat google sunbaenim ",,
nadinecarroll,@nadinecarroll,2020-11-05T02:30:20.000Z,"The culture of Google is far left (if you doubt it, look up the company wake they held after Trump’s 2016 election). You feel the weight of the AI far more if you are conservative. Today Twitter is censoring the President!",,
